headword,CEFR,freq,len,syl
passionate,B2,4.09,10,3
passionately,B2,3.33,12,4
passive,B1,4.03,7,2
passport,B1,4.05,8,2
password,B1,4.06,8,2
past,B1,5.36,4,1
past,A1,5.36,4,1
past,A1,5.36,4,1
pasta,A2,3.92,5,2
pastor,B2,4.08,6,2
pastoral,B2,3.54,8,3
patch,B2,4.2,5,1
path,A2,4.71,4,1
patience,B1,4.2,8,2
patient,B1,4.77,7,2
patient,A2,4.77,7,2
patiently,B2,3.48,9,3
patriot,B2,3.73,7,3
patriotic,B2,3.79,9,4
patriotism,B2,3.59,10,5
patrol,B1,4.14,6,2
patron,B2,3.73,6,2
pattern,B1,4.56,7,2
pause,B1,4.0,5,1
pause,B1,4.0,5,1
pave,B2,3.21,4,1
pavement,B2,3.61,8,2
paw,B2,3.48,3,1
pawnbroker,B2,2.29,10,3
pawnshop,B2,2.2,8,2
pay,A1,5.4,3,1
pay,A1,5.4,3,1
payment,B2,4.66,7,2
PC,A2,4.53,2,2
pea,A2,3.54,3,1
peace,A1,5.02,5,1
peaceful,A2,4.28,8,2
peach,B2,3.77,5,1
peak,B2,4.53,4,1
peanut,B1,3.9,6,2
pear,A2,3.47,4,1
pearl,B2,4.14,5,1
pebble,B2,3.34,6,2
peculiar,B1,3.67,8,3
pedal,B2,3.64,5,2
pedantic,B2,2.66,8,3
pedestrian,B2,3.71,10,4
pee,B2,3.96,3,1
peel,B2,3.8,4,1
peel,B2,3.8,4,1
peep,B2,3.39,4,1
peer,B2,4.14,4,1
peg,B2,3.49,3,1
pen,A1,4.38,3,1
penalize/penalise,B2,2.02,17,4
penalty,B2,4.45,7,3
pence,A2,3.66,5,1
pencil,A1,3.95,6,2
penetrate,B2,3.55,9,3
penfriend/pen friend,A2,0.0,20,4
penguin,B2,3.78,7,2
penicillin,B2,3.04,10,4
penniless,B1,2.85,9,3
penny,B1,4.07,5,2
pension,B2,4.22,7,2
pentagon,B2,3.7,8,3
people,A1,6.25,6,2
pepper,A2,4.14,6,2
per,B1,5.45,3,1
perceive,B2,3.72,8,2
percent/per cent,B1,4.56,16,4
percentage,B2,4.48,10,3
perception,B2,4.18,10,3
perfect,A2,5.2,7,2
perfectly,A2,4.61,9,3
perform,A2,4.66,7,2
performance,A2,5.16,11,3
performer,B1,3.8,9,3
perfume,A2,3.75,7,2
perhaps,A2,5.09,7,2
period,A1,5.21,6,3
permanence,B2,2.76,10,3
permanent,B1,4.57,9,3
permanently,B1,4.08,11,4
permeate,B2,2.63,8,3
permission,A2,4.5,10,3
permit,B1,4.22,6,2
perseverance,B2,3.34,12,4
persist,B2,3.53,7,2
persistence,B2,3.51,11,3
persistent,B2,3.9,10,3
person,A1,5.55,6,2
personal,A1,5.2,8,3
personality,A2,4.55,11,5
personally,B1,4.57,10,4
personification,B2,2.82,15,6
personify,B2,2.21,9,4
personnel,B2,4.56,9,3
perspective,B2,4.56,11,3
perspiration,B2,2.68,12,4
persuade,B1,3.82,8,2
persuasion,B2,3.33,10,3
persuasive,B1,3.41,10,3
pessimist,B2,2.67,9,3
pessimistic,B2,3.25,11,4
pet,A1,4.45,3,1
petrified,B2,3.03,9,3
petrol,A2,3.72,6,2
petrol station,A2,3.7,14,4
petty,B2,4.07,5,2
pH,B2,3.97,2,2
phantom,B1,3.78,7,2
pharmacist,B2,3.34,10,3
pharmacy,B1,3.87,8,3
phase,B2,4.64,5,1
phenomenon,B1,4.13,10,4
philosopher,B1,3.72,11,4
philosophical,B2,3.95,13,5
philosophy,B1,4.49,10,4
phoenix,B1,4.21,7,2
phone,A1,5.3,5,1
phone,A1,5.3,5,1
photo,A1,4.97,5,2
photocopy,B1,2.7,9,4
photograph,A2,4.23,10,3
photograph,B2,4.23,10,3
photographer,A2,4.28,12,4
photography,A2,4.45,11,4
phrasal verb,B1,2.02,12,2
phrase,B1,4.3,6,1
physical,A2,4.94,8,3
physically,A2,4.3,10,4
physician,B2,4.18,9,3
physics,B1,4.39,7,2
pi,B2,3.92,2,1
piano,A1,4.31,5,3
pick,B1,5.08,4,1
pick,A1,5.08,4,1
pickle,B2,3.39,6,2
picky,B2,3.34,5,2
picture,A1,5.13,7,2
picture,B2,5.13,7,2
picturesque,B2,3.5,11,3
pie,B1,4.19,3,1
piece,A1,5.04,5,1
piety,B1,3.09,5,3
pig,A1,4.14,3,1
pile,A2,4.14,4,1
pilgrim,A2,3.38,7,2
pill,A2,4.03,4,1
pillow,B1,3.96,6,2
pillowcase,B2,2.55,10,3
pilot,A2,4.52,5,2
pin,B2,4.28,3,1
pin,B1,4.28,3,1
pine,B2,4.1,4,1
pineapple,B1,3.58,9,3
pink,A1,4.52,4,1
pink,A2,4.52,4,1
pint,B2,3.66,4,1
pipe,B1,4.25,4,1
piracy,B2,3.52,6,3
pirate,B2,3.96,6,2
pit,B1,4.27,3,1
pitch,B2,4.43,5,1
pitch,B2,4.43,5,1
pity,A2,3.98,4,2
place,A1,5.71,5,1
place,B1,5.71,5,1
plague,B2,3.89,6,1
plain,B1,4.43,5,1
plan,A1,5.29,4,1
plan,B1,5.29,4,1
plane,A1,4.72,5,1
planet,A2,4.68,6,2
planning,B2,4.9,8,2
plant,A2,4.89,5,1
plant,B1,4.89,5,1
plastic,A2,4.51,7,2
plastic,B1,4.51,7,2
plate,A2,4.55,5,1
platform,B1,4.67,8,2
player,A1,5.19,6,2
playful,A2,3.53,7,2
playground,A2,3.79,10,2
playmate,B2,2.82,8,2
playwright,B2,3.39,10,2
plead,B2,3.63,5,1
pleasant,A2,4.22,8,2
pleasantly,B1,3.35,10,3
please,A1,5.66,6,1
please,B1,5.66,6,1
pleased,A2,4.44,7,1
pleasing,A2,3.75,8,2
pleasure,A1,4.57,8,2
plenty,A2,4.72,6,2
plenty,B1,4.72,6,2
plot,B2,4.58,4,1
pluck,B2,3.13,5,1
plug,B1,4.14,4,1
plug,B2,4.14,4,1
plum,B2,3.55,4,1
plumber,B2,3.36,7,2
plural,A2,3.55,6,2
plus,B1,4.95,4,1
plus,B2,4.95,4,1
plus,A2,4.95,4,1
pneumonia,B2,3.74,9,3
pocket,A1,4.48,6,2
pocket money,B1,4.45,12,4
poem,A1,4.25,4,2
poet,B1,4.21,4,2
poetry,B1,4.4,6,3
point,A1,5.54,5,1
point,A2,5.54,5,1
point of view,B2,5.03,13,3
pointless,B2,3.88,9,2
poison,B1,4.08,6,2
poison,B2,4.08,6,2
poisonous,B1,3.57,9,3
polar bear,B2,3.89,10,3
pole,B1,4.23,4,1
police,A2,5.33,6,2
police officer,A2,4.85,14,5
police station,A2,4.84,14,4
policeman,A2,3.74,9,3
policewoman,A2,2.54,11,4
policy,B1,5.17,6,3
polio,B2,3.27,5,3
polish,B2,4.29,6,2
polite,A2,3.92,6,2
politely,B1,3.47,8,3
politeness,B2,2.93,10,3
political,A2,5.29,9,4
politically,B2,4.06,11,5
politician,B1,4.16,10,4
politics,B1,4.87,8,3
polity,B2,2.88,6,3
pollutant,B1,2.69,9,3
pollute,A2,2.86,7,2
pollution,A1,4.2,9,3
polo,B2,3.77,4,2
pond,B1,3.98,4,1
ponder,B2,3.35,6,2
pool,A1,4.67,4,1
poor,A1,5.09,4,1
pop,A1,4.87,3,1
pop,B2,4.87,3,1
popcorn,B1,3.73,7,2
popular,A2,5.07,7,3
popularity,B2,4.24,10,5
popularize/popularise,B2,1.92,21,6
population,A2,5.01,10,4
porch,B2,3.85,5,1
pork,B1,4.03,4,1
port,B1,4.73,4,1
portion,B2,4.53,7,2
portrait,A2,4.22,8,2
pose,B2,4.1,4,1
posh,B2,3.4,4,1
position,A2,5.21,8,3
positive,B1,4.99,8,3
positively,B1,3.89,10,4
possess,B1,4.02,7,2
possessed,B2,3.85,9,2
possession,B1,4.38,10,3
possessive,B1,3.17,10,3
possibility,B1,4.58,11,5
possible,A2,5.36,8,3
possibly,A2,4.77,8,3
post,A1,5.43,4,1
post,A2,5.43,4,1
post office,A2,5.11,11,3
postal,B2,3.94,6,2
postcard,B1,3.44,8,2
poster,A1,4.19,6,2
postman,B1,3.1,7,2
postpone,B2,3.48,8,2
pot,B1,4.4,3,1
potato,A1,4.11,6,3
potent,B2,3.74,6,2
potential,B2,5.01,9,3
potential,B1,5.01,9,3
potentially,B2,4.39,11,4
pottery,B1,3.7,7,3
pound,B1,4.32,5,1
pound,B2,4.32,5,1
pour,A2,4.1,4,1
poverty,B1,4.46,7,3
powder,B1,4.25,6,2
powder,B2,4.25,6,2
power,A2,5.52,5,2
powerful,A2,4.85,8,3
powerfully,B2,3.14,10,3
practical,B1,4.48,9,3
practicality,B2,2.96,12,5
practically,B2,4.19,11,3
practice,A1,5.06,8,2
practice/practise,A1,3.51,17,4
praise,B1,4.31,6,1
praise,B2,4.31,6,1
prance,B2,2.39,6,1
prawn,B2,2.87,5,1
pray,A1,4.4,4,1
prayer,B1,4.42,6,1
precede,B2,2.86,7,2
precious,B1,4.33,8,2
precise,A2,4.13,7,2
precisely,B2,4.2,9,3
predicament,B2,3.28,11,4
predicate,B2,2.85,9,3
predicative,B2,1.89,11,3
predict,A2,4.08,7,2
predictable,B2,3.76,11,4
prediction,A2,3.96,10,3
predictive,B2,3.37,10,3
predictor,B2,3.12,9,3
prefect,B2,3.09,7,2
prefer,A2,4.57,6,2
preferable,B2,3.44,10,4
preferably,B2,3.71,10,4
preference,B1,4.11,10,3
prefix,B1,3.23,6,2
pregnant,B1,4.56,8,2
prehistoric,B2,3.42,11,4
prehuman,B2,1.1,8,3
preindustrial,B2,1.87,13,4
prejudge,B2,2.05,8,2
prejudice,B1,3.79,9,3
preliminary,B2,4.16,11,5
preoccupy,B2,1.83,9,4
preparation,B1,4.32,11,4
prepare,A2,4.55,7,2
prepared,B1,4.74,8,2
preposition,B1,2.62,11,3
preschool,B1,3.51,9,2
prescribe,B2,3.39,9,2
prescription,B1,4.0,12,3
presence,B1,4.73,8,2
present,B1,5.18,7,2
present,A1,5.18,7,2
present,B2,5.18,7,2
presentation,B1,4.31,12,4
presenter,B2,3.77,9,3
preservation,B1,4.01,12,4
preserve,B1,4.19,8,2
presidency,B2,4.16,10,4
president,B1,5.45,9,3
presidential,B2,4.52,12,4
press,B1,5.16,5,1
press,B1,5.16,5,1
pressure,A2,5.01,8,2
prestige,B2,3.75,8,2
prestigious,B2,3.86,11,3
presumably,B2,4.06,10,4
pretend,B2,4.33,7,2
pretend,A2,4.33,7,2
pretty,A1,5.38,6,2
pretty,A2,5.38,6,2
prevail,B2,3.55,7,2
prevent,A2,4.79,7,2
prevention,B2,4.28,10,3
previous,B1,5.0,8,3
previously,B2,4.83,10,4
price,A1,5.23,5,1
price,B2,5.23,5,1
priceless,B2,3.58,9,2
prick,B2,3.6,5,1
pride,A2,4.49,5,1
priest,B1,4.33,6,1
primarily,B1,4.48,9,4
primary,B2,4.88,7,3
primary school,B1,4.82,14,4
prime,B2,4.81,5,1
prime minister,B2,4.61,14,4
primitive,B1,3.8,9,3
prince,A1,4.72,6,1
princess,A1,4.53,8,2
principal,A2,4.52,9,3
principal,B2,4.52,9,3
principle,B1,4.34,9,3
print,B1,4.54,5,1
print,A2,4.54,5,1
printer,A2,3.93,7,2
prior,B2,4.85,5,2
priority,B2,4.41,8,4
prison,B1,4.8,6,2
prisoner,B1,4.2,8,3
privacy,B1,4.36,7,3
private,A2,5.19,7,2
privately,B2,4.01,9,3
privilege,B2,4.2,9,2
prize,B1,4.59,5,1
pro,A2,4.94,3,1
probability,B1,4.02,11,5
probable,B2,3.79,8,3
probably,A2,5.37,8,3
probe,B2,3.99,5,1
problem,A1,5.4,7,2
procedure,B2,4.44,9,3
proceed,B1,4.18,7,2
process,B1,5.26,7,2
process,B2,5.26,7,2
proclaim,B1,3.27,8,2
procrastination,B1,2.96,15,5
produce,A2,4.78,7,2
producer,B1,4.44,8,3
product,A2,4.95,7,2
production,A2,5.14,10,3
productive,B1,4.22,10,3
profession,B1,4.13,10,3
professional,A2,5.05,12,4
professional,B2,5.05,12,4
professor,B1,4.9,9,3
profile,B2,4.82,7,2
profit,B2,4.7,6,2
profitable,B2,4.03,10,4
program/programme,A1,4.49,17,4
program/programme,B1,4.49,17,4
programmer,B2,3.56,10,3
programming,B2,4.37,11,3
progress,B1,4.78,8,2
progress,B2,4.78,8,2
progressive,A2,4.34,11,3
prohibit,B2,3.51,8,3
prohibition,B1,3.77,11,4
project,B2,5.22,7,2
project,B2,5.22,7,2
projection,B2,3.79,10,3
prom,B2,3.78,4,1
prominence,B2,3.54,10,3
prominent,B1,4.33,9,3
promise,A2,4.71,7,2
promise,B1,4.71,7,2
promote,B1,4.56,7,2
prompt,B2,3.86,6,1
prompt,B2,3.86,6,1
prompt,B2,3.86,6,1
promptly,B2,3.84,8,2
pronoun,B1,3.17,7,2
pronounce,A2,3.66,9,2
pronunciation,A2,3.51,13,5
proof,B1,4.7,5,1
proper,A2,4.72,6,2
properly,B1,4.64,8,3
property,B1,5.11,8,3
proponent,B2,3.15,9,3
proportion,B1,4.11,10,3
proposal,B1,4.47,8,3
propose,B1,3.99,7,2
proposed,B2,4.71,8,2
prose,B2,3.72,5,1
prosecute,B2,3.54,9,3
prospect,B2,4.13,8,2
prosper,B2,3.45,7,2
prosperity,B1,3.91,10,4
prosperous,B1,3.6,10,3
protect,B1,4.92,7,2
protection,B1,4.85,10,3
protective,B1,4.13,10,3
protest,B1,4.45,7,2
protest,B2,4.45,7,2
proud,B1,4.78,5,1
proudly,B2,3.71,7,2
prove,B1,4.77,5,1
proven,B2,4.33,6,2
proverb,B1,3.14,7,2
provide,A2,5.15,7,2
provided,B1,5.02,8,3
province,B2,4.47,8,2
provision,B2,4.14,9,3
proximity,B2,3.88,9,4
psychological,B1,4.27,13,5
psychologically,B2,3.35,15,5
psychologist,A2,3.8,12,4
psychology,B2,4.31,10,4
pub,B1,4.23,3,1
public,B1,5.57,6,2
public,A2,5.57,6,2
public transport,B1,4.63,16,4
publication,B2,4.45,11,4
publicity,B2,4.0,9,4
publicize/publicise,B2,2.26,19,5
publicly,B1,4.28,8,3
publish,A2,4.1,7,2
publisher,B1,4.13,9,3
pudding,B2,3.61,7,2
pull,A2,4.82,4,1
pullover,B1,2.61,8,1
pulse,B2,4.06,5,1
pump,B1,4.28,4,1
pumpkin,B2,3.83,7,2
punch,B2,4.32,5,1
punch,B2,4.32,5,1
punctual,B2,2.83,8,3
punctuality,B2,2.73,11,5
punctuation,A2,3.29,11,4
punish,B1,3.95,6,2
punishment,B1,4.34,10,3
pupil,B1,3.81,5,2
puppy,B1,4.0,5,2
purchase,B2,4.71,8,2
purchase,B2,4.71,8,2
pure,B1,4.64,4,1
purify,B1,3.06,6,3
purple,A2,4.32,6,2
purple,A1,4.32,6,2
purpose,A2,4.88,7,2
purposeful,B2,3.07,10,3
purse,B1,3.95,5,1
pursue,A2,4.26,6,2
pursuit,B2,4.12,7,2
push,B1,4.82,4,1
push,A1,4.82,4,1
put,A1,5.66,3,1
puzzle,B1,3.96,6,2
puzzled,B2,3.28,7,2
quake,B1,3.45,5,1
qualification,B2,3.88,13,5
qualified,B1,4.46,9,3
qualify,B1,4.19,7,3
quality,B1,5.11,7,3
quality,A2,5.11,7,3
quantify,B2,3.24,8,3
quantity,B1,4.07,8,3
quarantine,B2,3.64,10,3
quarrel,B2,3.31,7,2
quarrel,B2,3.31,7,2
quarrelsome,B2,2.22,11,3
quarter,A1,4.72,7,2
queen,A2,4.86,5,1
queer,B2,3.76,5,1
query,B2,3.64,5,2
question,A1,5.35,8,2
question,B2,5.35,8,2
question mark,B1,4.87,13,3
questionnaire,B1,3.44,13,3
queue,B1,3.78,5,1
queue,B2,3.78,5,1
quick,A2,4.98,5,1
quickly,A1,5.0,7,2
quiet,A1,4.65,5,2
quiet,B2,4.65,5,2
quietly,A2,4.15,7,3
quit,B2,4.54,4,1
quit,A2,4.54,4,1
quite,A2,5.29,5,1
quiz,A2,3.82,4,1
quotable,B2,2.47,8,3
quotation,B2,3.51,9,3
quote,B2,4.51,5,1
quote,B2,4.51,5,1
rabbit,A1,4.05,6,2
race,B1,5.08,4,1
race,B1,5.08,4,1
racial,B1,4.3,6,2
racism,B2,4.25,6,3
racist,B2,4.42,6,2
rack,B2,3.9,4,1
racket,A2,3.33,6,2
radar,B2,4.2,5,2
radiate,B2,2.96,7,3
radiation,B1,4.27,9,4
radical,B2,4.33,7,3
radically,B2,3.54,9,3
radio,A1,5.01,5,3
radium,B2,2.8,6,3
rafter,B2,2.56,6,2
rag,B2,3.55,3,1
rage,B1,4.11,4,1
rail,B1,4.41,4,1
railroad,B1,4.32,8,2
railway,B1,4.46,7,2
rain,A1,4.71,4,1
rain,A1,4.71,4,1
rainbow,B2,4.07,7,2
raincoat,A2,2.68,8,2
rainfall,B1,3.82,8,2
rainforest,B1,3.39,10,3
rainstorm,B2,2.62,9,2
rainy,A1,3.74,5,2
raise,A2,4.75,5,1
rally,B2,4.34,5,2
ram,B2,4.19,3,1
ramp,B2,3.83,4,1
range,A2,5.12,5,1
range,B2,5.12,5,1
ranger,B2,3.88,6,2
rank,B1,4.44,4,1
rap,A2,4.12,3,1
rap,B1,4.12,3,1
rape,B2,4.48,4,1
rape,B2,4.48,4,1
rapid,B1,4.38,5,2
rapidly,B1,4.34,7,3
rare,B1,4.77,4,1
rarely,B1,4.42,6,2
rash,B2,3.67,4,1
raspberry,B1,3.5,9,3
rat,A1,4.17,3,1
rate,A2,5.14,4,1
rate,B2,5.14,4,1
rather,A2,5.32,6,2
rating,A2,4.45,6,2
ration,B1,3.17,6,2
rational,B1,4.06,8,3
rattle,B2,3.35,6,2
ravage,B2,2.58,6,2
raw,A2,4.53,3,1
ray,A2,4.69,3,1
razor,B1,3.72,5,2
're,A1,5.23,3,1
reach,B1,4.94,5,1
reach,A2,4.94,5,1
react,B1,4.16,5,2
reaction,B2,4.73,8,3
read,A1,5.54,4,1
reader,A1,4.34,6,2
readily,B2,3.93,7,3
reading,A1,5.14,7,2
ready,A1,5.28,5,2
real,A1,5.6,4,1
real,A1,5.6,4,1
real estate,B2,4.75,11,3
realistic,B1,4.16,9,4
reality,B1,4.89,7,4
realization/realisation,B2,3.09,23,9
realize/realise,A2,4.16,15,6
really,A1,5.97,6,2
rear,B2,4.43,4,1
rearrange,B1,3.01,9,3
reason,A1,5.32,6,2
reasonable,B1,4.59,10,4
reasonably,B2,4.03,10,4
rebel,B2,4.08,5,2
rebel,B2,4.08,5,2
rebellious,B2,3.36,10,3
rebuild,B1,3.9,7,2
recall,B1,4.4,6,2
receipt,A2,3.92,7,2
receive,A2,4.85,7,2
recent,A2,5.04,6,2
recently,A2,5.02,8,3
reception,B1,4.23,9,3
receptionist,A2,3.26,12,4
recession,B2,3.85,9,3
recipe,B2,4.23,6,3
recite,B1,3.28,6,2
reckon,B2,3.76,6,2
reclaim,B1,3.44,7,2
recognition,B2,4.47,11,4
recognize/recognise,B1,3.82,19,6
recollect,B2,2.69,9,3
recollection,B2,3.28,12,4
recommend,B1,4.61,9,3
recommendable,B2,1.74,13,4
recommendation,B2,4.09,14,5
reconsider,B2,3.63,10,4
record,B1,5.21,6,2
record,A2,5.21,6,2
recording,B1,4.51,9,3
recover,B1,4.29,7,3
recovery,B1,4.58,8,3
recreation,B2,4.04,10,4
recruit,B2,3.89,7,2
rectangular,B2,3.62,11,4
recycle,A2,3.35,7,3
recycled,B1,3.56,8,3
recycling,B1,3.76,9,4
redo,B2,3.19,4,2
reduce,B1,4.73,6,2
reduction,B1,4.39,9,3
redundant,B2,3.59,9,3
reed,B2,4.07,4,1
reef,B1,3.83,4,1
refer,A2,4.45,5,2
referee,B1,3.86,7,3
reference,B2,4.74,9,3
referent,B2,2.31,8,3
refinery,B2,3.49,8,4
reflect,A2,4.39,7,2
reflection,B1,4.17,10,3
reflective,B2,3.58,10,3
reform,B2,4.53,6,2
refrain,B2,3.63,7,2
refresh,B2,3.65,7,2
refreshments,B1,3.01,12,3
refrigerator,A2,3.61,12,5
refuge,B2,3.91,6,2
refugee,B2,3.98,7,3
refund,B1,3.94,6,2
refusal,B1,3.83,7,3
refuse,B1,4.39,6,2
refuse,B1,4.39,6,2
refute,B2,3.14,6,2
regain,B1,3.73,6,2
regard,B2,4.36,6,2
regard,B1,4.36,6,2
regarding,B1,4.67,9,3
regardless,B2,4.48,10,3
reggae,B2,3.47,6,2
regime,B2,4.3,6,2
region,B1,5.0,6,2
register,B1,4.59,8,3
register,B1,4.59,8,3
registration,B1,4.32,12,4
regret,B2,4.37,6,2
regret,A2,4.37,6,2
regular,A2,4.95,7,3
regulate,B2,3.87,8,3
regulation,B1,4.38,10,4
rehearsal,B2,3.68,9,3
reinforcement,B2,3.43,13,4
reject,B1,4.03,6,2
rejection,B2,3.9,9,3
rejoin,B2,3.19,6,2
relate,B1,4.24,6,2
related,B2,5.1,7,3
relation,B1,4.31,8,3
relationship,B1,5.15,12,4
relative,B1,4.48,8,3
relative,B1,4.48,8,3
relatively,B1,4.66,10,4
relativity,B2,3.34,10,5
relax,A2,4.29,5,2
relaxation,B2,3.71,10,4
relaxed,A2,4.01,7,2
relaxing,B1,3.9,8,3
relay,B2,3.86,5,2
release,A2,5.09,7,2
release,B1,5.09,7,2
relevant,B2,4.61,8,3
reliable,B1,4.29,8,4
relic,B2,3.37,5,2
relief,B2,4.55,6,2
relieve,B2,3.77,7,2
relieved,B2,3.95,8,2
religion,B1,4.74,8,3
religious,B1,4.85,9,3
reluctant,B2,3.81,9,3
rely,B1,4.29,4,2
remain,A2,4.83,6,2
remainder,B1,4.03,9,3
remaining,B2,4.63,9,3
remains,B2,4.8,7,2
remarkable,B1,4.29,10,4
remarkably,B2,3.77,10,4
remedy,B1,3.82,6,3
remember,A1,5.38,8,3
remembrance,B1,3.61,11,3
remind,A2,4.37,6,2
reminder,B2,4.12,8,3
remote,A2,4.41,6,2
remote control,B1,4.37,14,4
remove,B1,4.71,6,2
renew,B1,3.73,5,2
rent,A2,4.58,4,1
rent,A2,4.58,4,1
rental,B2,4.1,6,2
reorganize/reorganise,B2,2.12,21,8
repaint,B2,2.61,7,2
repair,A2,4.41,6,2
repair,A2,4.41,6,2
repay,B1,3.66,5,2
repeat,A1,4.49,6,2
repeatedly,B1,4.21,10,4
repertoire,B2,3.43,10,3
repetition,B2,3.48,10,4
replace,A2,4.58,7,2
replacement,B2,4.44,11,3
replica,B2,3.67,7,3
reply,A2,4.5,5,2
reply,B1,4.5,5,2
report,A2,5.32,6,2
report,B1,5.32,6,2
reporter,A1,4.35,8,3
represent,A2,4.58,9,3
representative,B1,4.57,14,5
repress,B2,2.82,7,2
repression,B2,3.51,10,3
reprint,B2,3.39,7,2
reproduce,B1,3.63,9,3
reprove,B2,1.79,7,2
republic,B1,4.6,8,3
reputation,B1,4.47,10,4
request,A2,4.76,7,2
request,B1,4.76,7,2
require,B1,4.78,7,3
requirement,B1,4.26,11,3
rescue,B1,4.48,6,2
rescue,B1,4.48,6,2
research,A2,5.39,8,2
research,B2,5.39,8,2
researcher,B1,3.92,10,3
resemble,B1,3.73,8,3
reservation,B1,3.95,11,4
reserve,B1,4.6,7,2
reserve,B1,4.6,7,2
residence,B2,4.36,9,3
resident,B1,4.38,8,3
resident,B2,4.38,8,3
residential,B1,4.33,11,4
resign,B2,3.97,6,2
resignation,B2,4.02,11,4
resist,B1,4.2,6,2
resistance,B2,4.55,10,3
resolution,B2,4.59,10,4
resolve,B1,4.17,7,2
resonant,B2,3.13,8,3
resort,B1,4.37,6,2
resource,B1,4.39,8,2
respect,B1,5.03,7,2
respect,B1,5.03,7,2
respectable,B1,3.71,11,4
respectably,B2,2.12,11,4
respected,B2,4.11,9,3
respiration,B2,3.05,11,4
respiratory,B2,3.81,11,5
respond,B1,4.53,7,2
response,A2,5.03,8,2
responsibility,B1,4.75,14,6
responsible,B1,4.88,11,4
rest,B1,5.23,4,1
rest,B1,5.23,4,1
restaurant,A1,4.68,10,3
restore,B1,4.18,7,2
restrict,B1,3.8,8,2
restriction,B2,3.76,11,3
result,A1,5.18,6,2
result,B1,5.18,6,2
resume,B2,4.12,6,2
retail,B1,4.55,6,2
retailer,B2,3.75,8,3
retain,B1,4.16,6,2
retard,B2,3.37,6,2
retell,B1,2.24,6,2
retina,B2,3.4,6,3
retire,A2,4.05,6,2
retired,A2,4.44,7,2
retirement,B2,4.53,10,4
retreat,B2,4.13,7,2
retreat,B2,4.13,7,2
retrieve,B2,3.69,8,2
return,A2,5.19,6,2
return,A2,5.19,6,2
reunification,B1,3.09,13,6
reunify,B1,1.93,7,4
reunion,A2,3.93,7,3
reveal,A2,4.43,6,2
revelation,B2,3.96,10,4
revenge,B2,4.28,7,2
revenue,B2,4.64,7,3
reverence,B2,3.22,9,3
reverse,B2,4.37,7,2
review,A1,5.12,6,2
review,B2,5.12,6,2
revise,B1,3.48,6,2
revision,B1,3.82,8,3
revival,B2,3.93,7,3
revive,B2,3.68,6,2
revolution,B2,4.56,10,4
revolutionary,B2,4.17,13,6
revolutionize/revolutionise,B2,2.24,27,9
revolve,B2,3.24,7,2
reward,B1,4.33,6,2
reward,B2,4.33,6,2
rewrite,B1,3.47,7,2
rhinoceros,B2,2.85,10,4
rhyme,B2,3.56,5,1
rhythm,A2,4.05,6,2
rhythmic,B2,3.39,8,2
rib,B2,3.59,3,1
ribbon,A1,3.81,6,2
rice,A1,4.55,4,1
rich,A1,4.91,4,1
rid,B1,4.5,3,1
riddle,B2,3.44,6,2
riddle,B1,3.44,6,2
ride,A1,4.85,4,1
ride,A1,4.85,4,1
rider,B2,4.02,5,2
ridge,B2,4.12,5,1
ridiculous,B1,4.46,10,4
right,A1,5.96,5,1
right,A1,5.96,5,1
right,A2,5.96,5,1
righteousness,B2,3.48,13,3
right-hand,A2,5.3,10,2
rightly,B2,3.73,7,2
rim,B2,3.85,3,1
ring,A2,4.81,4,1
ring,A1,4.81,4,1
rip,B2,4.26,3,1
ripe,B1,3.67,4,1
rise,B1,4.81,4,1
rise,B1,4.81,4,1
risk,B1,5.05,4,1
risk,B2,5.05,4,1
risky,B2,3.94,5,2
rite,B2,3.63,4,1
ritual,B2,4.02,6,3
rival,B2,4.18,5,2
river,A1,5.03,5,2
road,A2,5.24,4,1
roadside,B1,3.45,8,2
roam,B2,3.46,4,1
roar,B2,3.7,4,1
roast,B2,3.87,5,1
roast,A2,3.87,5,1
rob,A2,4.35,3,1
robbery,A2,3.97,7,3
robin,A2,4.33,5,2
robot,B1,4.24,5,2
rock,A2,5.03,4,1
rock,B2,5.03,4,1
rocket,B2,4.31,6,2
rocky,B2,4.16,5,2
role,A1,5.16,4,1
roll,A2,4.75,4,1
roll,B2,4.75,4,1
rolling,B1,4.47,7,2
romance,A2,4.32,7,2
romantic,A2,4.43,8,3
roof,A2,4.55,4,1
room,A1,5.39,4,1
room,B1,5.39,4,1
roommate,B2,3.81,8,2
root,A2,4.41,4,1
rope,A2,4.06,4,1
rose,A1,4.82,4,1
rosy,B2,3.28,4,2
rotten,B1,3.81,6,2
rough,B1,4.49,5,1
roughly,A2,4.36,7,2
round,B1,5.14,5,1
round,A2,5.14,5,1
round,B1,5.14,5,1
round,B2,5.14,5,1
round,B2,5.14,5,1
roundabout,A2,3.33,10,3
route,B2,4.67,5,1
routine,B1,4.37,7,2
row,A1,4.6,3,1
row,B2,4.6,3,1
royal,A2,4.85,5,2
rub,B2,3.97,3,1
rubber,B1,4.23,6,2
rubbish,B1,3.87,7,2
rubble,B2,3.44,6,2
rude,A1,4.25,4,1
rudely,B1,2.89,6,2
rug,B2,3.72,3,1
rugby,A2,4.4,5,2
ruin,B1,4.31,4,2
ruin,A2,4.31,4,2
ruinous,B2,2.69,7,3
rule,A1,4.94,4,1
rule,B2,4.94,4,1
ruler,A1,3.84,5,2
